ID,Nama Jurusan,Nama PTN,Fakultas,Lokasi,Akreditasi,Peminat 2024,Daya Tampung SNBP 2025,Daya Tampung SNBT 2025,Rasio Keketatan,Lama Studi Rata-rata (Bulan),Tingkat Kelulusan (%),Maks. Waktu Tunggu Kerja (Bulan),Gaji Awal Min,Gaji Awal Max,Prospek Kerja Utama,Prospek Kerja Alternatif,Kebutuhan Industri,Tingkat Persaingan Kerja,Keterampilan Utama,Tingkat Kesulitan,Sumber Data
353,Seni Keramik,Institut Seni Indonesia Bandung,FSRD,Bandung,Baik,214,13,19,6.7,41,84,47,4300000,8600000,Ceramic Artist,Pottery Designer,Tinggi,Rendah,Keramik,Sedang,https://id.prosple.com/campus/8-jurusan-kuliah-ips-yang-jarang-diminati-oleh-mahasiswa
354,Kriya Tekstil,Institut Seni Indonesia Yogyakarta,FSR,Yogyakarta,Baik,226,13,20,6.8,41,85,46,4400000,8800000,Textile Artist,Fabric Designer,Tinggi,Rendah,Kriya Tekstil,Sedang,https://id.prosple.com/campus/8-jurusan-kuliah-ips-yang-jarang-diminati-oleh-mahasiswa
355,Seni Kayu,Institut Seni Indonesia Bandung,FSRD,Bandung,Baik,198,12,18,6.6,41,83,48,4200000,8400000,Woodworking Artist,Furniture Designer,Tinggi,Rendah,Seni Kayu,Sedang,https://id.prosple.com/campus/8-jurusan-kuliah-ips-yang-jarang-diminati-oleh-mahasiswa
356,Seni Logam,Institut Seni Indonesia Yogyakarta,FSR,Yogyakarta,Baik,187,12,18,6.2,41,82,49,4100000,8200000,Metal Artist,Jewelry Designer,Tinggi,Rendah,Seni Logam,Sedang,https://id.prosple.com/campus/8-jurusan-kuliah-ips-yang-jarang-diminati-oleh-mahasiswa
357,Tata Busana,Institut Kesenian Jakarta,FSRD,Jakarta,Baik Sekali,384,19,29,8.0,42,88,42,4600000,9200000,Fashion Designer,Costume Designer,Tinggi,Menengah,Desain Busana,Sedang,https://id.prosple.com/campus/8-jurusan-kuliah-ips-yang-jarang-diminati-oleh-mahasiswa
358,Desain Mode,Institut Teknologi Bandung,FSRD,Bandung,Baik Sekali,425,21,31,8.2,42,89,41,4800000,9600000,Fashion Designer,Style Consultant,Tinggi,Menengah,Desain Mode,Sedang,https://id.prosple.com/campus/8-jurusan-kuliah-ips-yang-jarang-diminati-oleh-mahasiswa
359,Kriya Fashion,Institut Seni Indonesia Yogyakarta,FSR,Yogyakarta,Baik,312,17,25,7.4,41,87,43,4500000,9000000,Fashion Artisan,Textile Designer,Tinggi,Rendah,Kriya Fashion,Sedang,https://id.prosple.com/campus/8-jurusan-kuliah-ips-yang-jarang-diminati-oleh-mahasiswa
360,Desain Perhiasan,Institut Seni Indonesia Bandung,FSRD,Bandung,Baik,264,15,22,7.2,41,86,44,4400000,8800000,Jewelry Designer,Accessory Artist,Tinggi,Rendah,Desain Perhiasan,Sedang,https://id.prosple.com/campus/8-jurusan-kuliah-ips-yang-jarang-diminati-oleh-mahasiswa
361,Seni Pertunjukan,Institut Kesenian Jakarta,FSP,Jakarta,Baik Sekali,342,18,27,7.6,42,88,43,4600000,9200000,Performance Artist,Theater Director,Tinggi,Rendah,Seni Pertunjukan,Sedang,https://id.prosple.com/campus/8-jurusan-kuliah-ips-yang-jarang-diminati-oleh-mahasiswa
362,Teater,Institut Seni Indonesia Yogyakarta,FSP,Yogyakarta,Baik,287,16,24,7.2,41,86,45,4400000,8800000,Theater Actor,Director,Tinggi,Rendah,Teater,Sedang,https://id.prosple.com/campus/8-jurusan-kuliah-ips-yang-jarang-diminati-oleh-mahasiswa
363,Tari,Institut Seni Indonesia Bandung,FSP,Bandung,Baik,265,15,22,7.1,41,85,46,4300000,8600000,Dancer,Choreographer,Tinggi,Rendah,Tari,Sedang,https://id.prosple.com/campus/8-jurusan-kuliah-ips-yang-jarang-diminati-oleh-mahasiswa
364,Musik,Institut Kesenian Jakarta,FSP,Jakarta,Baik Sekali,354,18,27,7.9,42,87,44,4500000,9000000,Musician,Music Composer,Tinggi,Rendah,Musik,Sedang,https://id.prosple.com/campus/8-jurusan-kuliah-ips-yang-jarang-diminati-oleh-mahasiswa
365,Etnomusikologi,Institut Seni Indonesia Yogyakarta,FSP,Yogyakarta,Baik,218,13,20,6.6,42,84,47,4200000,8400000,Ethnomusicologist,Cultural Music Researcher,Tinggi,Rendah,Etnomusikologi,Sedang,https://id.prosple.com/campus/8-jurusan-kuliah-ips-yang-jarang-diminati-oleh-mahasiswa
366,Karawitan,Institut Seni Indonesia Bandung,FSP,Bandung,Baik,183,12,18,6.1,41,83,48,4100000,8200000,Gamelan Musician,Traditional Music Performer,Tinggi,Rendah,Karawitan,Sedang,https://id.prosple.com/campus/8-jurusan-kuliah-ips-yang-jarang-diminati-oleh-mahasiswa
367,Pedalangan,Institut Seni Indonesia Yogyakarta,FSP,Yogyakarta,Baik,165,11,16,6.1,41,82,49,4000000,8000000,Puppeteer,Shadow Play Artist,Tinggi,Rendah,Pedalangan,Sedang,https://id.prosple.com/campus/8-jurusan-kuliah-ips-yang-jarang-diminati-oleh-mahasiswa
368,Seni Peran,Institut Kesenian Jakarta,FSP,Jakarta,Baik,272,15,23,7.2,41,85,46,4300000,8600000,Actor,Theater Performer,Tinggi,Rendah,Seni Peran,Sedang,https://id.prosple.com/campus/8-jurusan-kuliah-ips-yang-jarang-diminati-oleh-mahasiswa
369,Film dan Televisi,Institut Seni Indonesia Yogyakarta,FSMR,Yogyakarta,Baik Sekali,432,21,31,8.3,42,89,42,4700000,9400000,Film Director,TV Producer,Tinggi,Menengah,Produksi Film,Sedang,https://id.prosple.com/campus/8-jurusan-kuliah-ips-yang-jarang-diminati-oleh-mahasiswa
370,Fotografi,Institut Seni Indonesia Bandung,FSMR,Bandung,Baik Sekali,378,19,28,8.1,41,88,43,4600000,9200000,Photographer,Visual Artist,Tinggi,Menengah,Fotografi,Sedang,https://id.prosple.com/campus/8-jurusan-kuliah-ips-yang-jarang-diminati-oleh-mahasiswa
371,Media Rekam,Institut Kesenian Jakarta,FSMR,Jakarta,Baik,325,17,25,7.7,42,87,44,4500000,9000000,Media Producer,Recording Artist,Tinggi,Rendah,Media Rekam,Sedang,https://id.prosple.com/campus/8-jurusan-kuliah-ips-yang-jarang-diminati-oleh-mahasiswa
372,Animasi,Institut Seni Indonesia Yogyakarta,FSMR,Yogyakarta,Baik Sekali,412,20,30,8.2,42,88,43,4700000,9400000,Animator,Motion Graphics Artist,Tinggi,Menengah,Animasi,Sedang,https://id.prosple.com/campus/8-jurusan-kuliah-ips-yang-jarang-diminati-oleh-mahasiswa
373,Televisi dan Film,Institut Seni Indonesia Bandung,FSMR,Bandung,Baik Sekali,396,19,29,8.3,42,89,42,4800000,9600000,TV Producer,Film Director,Tinggi,Menengah,Produksi Media,Sedang,https://id.prosple.com/campus/8-jurusan-kuliah-ips-yang-jarang-diminati-oleh-mahasiswa
374,Tata Artistik,Institut Kesenian Jakarta,FSMR,Jakarta,Baik,294,16,24,7.4,41,86,45,4400000,8800000,Art Director,Set Designer,Tinggi,Rendah,Tata Artistik,Sedang,https://id.prosple.com/campus/8-jurusan-kuliah-ips-yang-jarang-diminati-oleh-mahasiswa
375,Tata Suara,Institut Seni Indonesia Yogyakarta,FSMR,Yogyakarta,Baik,272,15,23,7.2,42,85,46,4300000,8600000,Sound Designer,Audio Engineer,Tinggi,Rendah,Tata Suara,Sedang,https://id.prosple.com/campus/8-jurusan-kuliah-ips-yang-jarang-diminati-oleh-mahasiswa
376,Tata Cahaya,Institut Seni Indonesia Bandung,FSMR,Bandung,Baik,245,14,21,7.0,41,84,47,4200000,8400000,Lighting Designer,Stage Lighting Specialist,Tinggi,Rendah,Tata Cahaya,Sedang,https://id.prosple.com/campus/8-jurusan-kuliah-ips-yang-jarang-diminati-oleh-mahasiswa
377,Manajemen Produksi Film,Institut Kesenian Jakarta,FSMR,Jakarta,Baik Sekali,318,17,25,7.6,42,87,44,4600000,9200000,Film Production Manager,Executive Producer,Tinggi,Rendah,Manajemen Produksi,Sedang,https://id.prosple.com/campus/8-jurusan-kuliah-ips-yang-jarang-diminati-oleh-mahasiswa
378,Penyutradaraan,Institut Seni Indonesia Yogyakarta,FSMR,Yogyakarta,Baik Sekali,334,17,26,7.8,42,88,43,4700000,9400000,Film Director,Creative Director,Tinggi,Menengah,Penyutradaraan,Sedang,https://id.prosple.com/campus/8-jurusan-kuliah-ips-yang-jarang-diminati-oleh-mahasiswa
379,Penulisan Skenario,Institut Seni Indonesia Bandung,FSMR,Bandung,Baik,284,15,23,7.5,41,86,45,4500000,9000000,Screenwriter,Script Developer,Tinggi,Rendah,Penulisan Kreatif,Sedang,https://id.prosple.com/campus/8-jurusan-kuliah-ips-yang-jarang-diminati-oleh-mahasiswa
380,Penyiaran,Institut Kesenian Jakarta,FSMR,Jakarta,Baik Sekali,305,16,24,7.6,42,87,44,4600000,9200000,Broadcaster,Media Journalist,Tinggi,Rendah,Penyiaran,Sedang,https://id.prosple.com/campus/8-jurusan-kuliah-ips-yang-jarang-diminati-oleh-mahasiswa
381,Media Digital,Institut Seni Indonesia Yogyakarta,FSMR,Yogyakarta,Baik Sekali,367,18,27,8.2,42,88,43,4700000,9400000,Digital Media Specialist,Content Creator,Tinggi,Menengah,Media Digital,Sedang,https://id.prosple.com/campus/8-jurusan-kuliah-ips-yang-jarang-diminati-oleh-mahasiswa
382,Seni Rupa Intermedia,Institut Seni Indonesia Bandung,FSR,Bandung,Baik,235,14,21,6.7,41,85,46,4300000,8600000,Intermedia Artist,Installation Artist,Tinggi,Rendah,Seni Intermedia,Sedang,https://id.prosple.com/campus/8-jurusan-kuliah-ips-yang-jarang-diminati-oleh-mahasiswa
383,Seni Rupa Murni,Institut Kesenian Jakarta,FSR,Jakarta,Baik,258,15,22,7.0,41,86,45,4400000,8800000,Fine Artist,Art Educator,Tinggi,Rendah,Seni Rupa,Sedang,https://id.prosple.com/campus/8-jurusan-kuliah-ips-yang-jarang-diminati-oleh-mahasiswa
384,Kriya Seni,Institut Seni Indonesia Yogyakarta,FSR,Yogyakarta,Baik,236,14,21,6.7,41,85,46,4300000,8600000,Craft Artist,Artisan,Tinggi,Rendah,Kriya Seni,Sedang,https://id.prosple.com/campus/8-jurusan-kuliah-ips-yang-jarang-diminati-oleh-mahasiswa
385,Desain Furniture,Institut Seni Indonesia Bandung,FSRD,Bandung,Baik,278,15,23,7.3,42,86,45,4500000,9000000,Furniture Designer,Interior Object Designer,Tinggi,Rendah,Desain Furniture,Sedang,https://id.prosple.com/campus/8-jurusan-kuliah-ips-yang-jarang-diminati-oleh-mahasiswa
386,Desain Tekstil,Institut Kesenian Jakarta,FSRD,Jakarta,Baik,267,15,22,7.2,41,85,46,4400000,8800000,Textile Designer,Fabric Artist,Tinggi,Rendah,Desain Tekstil,Sedang,https://id.prosple.com/campus/8-jurusan-kuliah-ips-yang-jarang-diminati-oleh-mahasiswa
387,Seni Grafis,Institut Seni Indonesia Yogyakarta,FSR,Yogyakarta,Baik,232,14,21,6.6,41,84,47,4200000,8400000,Graphic Artist,Printmaker,Tinggi,Rendah,Seni Grafis,Sedang,https://id.prosple.com/campus/8-jurusan-kuliah-ips-yang-jarang-diminati-oleh-mahasiswa
388,Seni Murni,Institut Seni Indonesia Bandung,FSR,Bandung,Baik,217,13,20,6.6,41,83,48,4100000,8200000,Fine Artist,Visual Artist,Tinggi,Rendah,Seni Murni,Sedang,https://id.prosple.com/campus/8-jurusan-kuliah-ips-yang-jarang-diminati-oleh-mahasiswa
389,Kriya Logam,Institut Kesenian Jakarta,FSRD,Jakarta,Baik,196,12,18,6.5,40,82,49,4000000,8000000,Metal Craftsman,Jewelry Designer,Tinggi,Rendah,Kriya Logam,Sedang,https://id.prosple.com/campus/8-jurusan-kuliah-ips-yang-jarang-diminati-oleh-mahasiswa
390,Kriya Kayu,Institut Seni Indonesia Yogyakarta,FSR,Yogyakarta,Baik,187,12,18,6.2,40,81,50,3900000,7800000,Wood Craftsman,Furniture Artisan,Tinggi,Rendah,Kriya Kayu,Sedang,https://id.prosple.com/campus/8-jurusan-kuliah-ips-yang-jarang-diminati-oleh-mahasiswa
391,Tata Rias dan Busana,Institut Seni Indonesia Bandung,FSP,Bandung,Baik,264,15,22,7.2,41,85,46,4300000,8600000,Makeup Artist,Costume Designer,Tinggi,Rendah,Tata Rias,Sedang,https://id.prosple.com/campus/8-jurusan-kuliah-ips-yang-jarang-diminati-oleh-mahasiswa
392,Tata Panggung,Institut Kesenian Jakarta,FSP,Jakarta,Baik,236,14,21,6.7,41,84,47,4200000,8400000,Stage Designer,Set Manager,Tinggi,Rendah,Tata Panggung,Sedang,https://id.prosple.com/campus/8-jurusan-kuliah-ips-yang-jarang-diminati-oleh-mahasiswa
393,Manajemen Seni Pertunjukan,Institut Seni Indonesia Yogyakarta,FSP,Yogyakarta,Baik,274,15,23,7.2,42,86,45,4400000,8800000,Performance Arts Manager,Theater Administrator,Tinggi,Rendah,Manajemen Pertunjukan,Sedang,https://id.prosple.com/campus/8-jurusan-kuliah-ips-yang-jarang-diminati-oleh-mahasiswa
394,Pendidikan Seni Musik,Universitas Negeri Yogyakarta,FBS,Yogyakarta,Baik Sekali,315,17,25,7.5,42,88,43,4500000,9000000,Music Teacher,Music Education Specialist,Tinggi,Rendah,Pengajaran Musik,Sedang,https://pmb.uny.ac.id/program-sarjana/daya-tampung
395,Pendidikan Seni Rupa,Universitas Negeri Jakarta,FBS,Jakarta,Baik Sekali,327,17,26,7.6,42,87,44,4600000,9200000,Art Teacher,Visual Arts Educator,Tinggi,Rendah,Pengajaran Seni,Sedang,https://penmaba.unj.ac.id/biaya-pendidikan/
396,Pendidikan Seni Tari,Universitas Pendidikan Indonesia,FPSD,Bandung,Baik Sekali,298,16,24,7.5,41,86,45,4400000,8800000,Dance Teacher,Movement Educator,Tinggi,Rendah,Pengajaran Tari,Sedang,https://www.kompas.com/edu/read/2024/01/30/105500771/rincian-biaya-kuliah-ukt-upi-jalur-snbp-di-semua-jurusan
397,Pendidikan Seni Teater,Universitas Negeri Yogyakarta,FBS,Yogyakarta,Baik,254,14,21,7.3,41,84,47,4200000,8400000,Drama Teacher,Theater Educator,Tinggi,Rendah,Pengajaran Teater,Sedang,https://pmb.uny.ac.id/program-sarjana/daya-tampung
398,Pendidikan Bahasa Daerah,Universitas Negeri Jakarta,FBS,Jakarta,Baik,218,13,20,6.6,41,83,48,4100000,8200000,Local Language Teacher,Cultural Educator,Tinggi,Rendah,Pengajaran Bahasa Daerah,Sedang,https://penmaba.unj.ac.id/biaya-pendidikan/
399,Desain Komunikasi Visual,Universitas Pendidikan Indonesia,FPSD,Bandung,Baik Sekali,384,19,29,8.0,42,89,42,4700000,9400000,Graphic Designer,Visual Communication Specialist,Tinggi,Menengah,Desain Grafis,Sedang,https://www.kompas.com/edu/read/2024/01/30/105500771/rincian-biaya-kuliah-ukt-upi-jalur-snbp-di-semua-jurusan
400,Teknologi Pendidikan,Universitas Negeri Yogyakarta,FIP,Yogyakarta,Baik Sekali,352,18,27,7.8,42,88,43,4600000,9200000,Educational Technologist,Instructional Designer,Tinggi,Menengah,Teknologi Pembelajaran,Sedang,https://pmb.uny.ac.id/program-sarjana/daya-tampung
401,Teknologi Pendidikan,Universitas Negeri Jakarta,FIP,Jakarta,Baik Sekali,368,19,28,7.8,42,89,42,4700000,9400000,Educational Technology Specialist,E-learning Developer,Tinggi,Menengah,Teknologi Pembelajaran,Sedang,https://penmaba.unj.ac.id/biaya-pendidikan/
402,Pendidikan Anak Usia Dini,Universitas Pendidikan Indonesia,FIP,Bandung,Baik Sekali,397,20,30,7.9,41,90,41,4600000,9200000,Early Childhood Educator,Preschool Teacher,Tinggi,Menengah,Pendidikan Anak,Sedang,https://www.kompas.com/edu/read/2024/01/30/105500771/rincian-biaya-kuliah-ukt-upi-jalur-snbp-di-semua-jurusan
403,Pendidikan Luar Biasa,Universitas Negeri Yogyakarta,FIP,Yogyakarta,Baik Sekali,335,18,27,7.4,42,88,43,4500000,9000000,Special Education Teacher,Inclusive Education Specialist,Tinggi,Menengah,Pendidikan Khusus,Sedang,https://pmb.uny.ac.id/program-sarjana/daya-tampung
404,Bimbingan dan Konseling,Universitas Negeri Jakarta,FIP,Jakarta,Baik Sekali,375,19,29,7.8,42,89,42,4600000,9200000,School Counselor,Guidance Specialist,Tinggi,Menengah,Konseling,Sedang,https://penmaba.unj.ac.id/biaya-pendidikan/
405,Pendidikan Bahasa dan Sastra Indonesia,Universitas Pendidikan Indonesia,FPBS,Bandung,Baik Sekali,412,20,30,8.2,41,90,41,4700000,9400000,Indonesian Language Teacher,Literature Educator,Tinggi,Menengah,Pengajaran Bahasa,Sedang,https://www.kompas.com/edu/read/2024/01/30/105500771/rincian-biaya-kuliah-ukt-upi-jalur-snbp-di-semua-jurusan
406,Pendidikan Bahasa Inggris,Universitas Negeri Yogyakarta,FBS,Yogyakarta,Baik Sekali,428,21,31,8.3,41,91,40,4800000,9600000,English Teacher,TEFL Specialist,Tinggi,Menengah,Pengajaran Bahasa,Sedang,https://pmb.uny.ac.id/program-sarjana/daya-tampung
407,Pendidikan Bahasa Jepang,Universitas Negeri Jakarta,FBS,Jakarta,Baik Sekali,384,19,29,8.0,41,90,41,4700000,9400000,Japanese Language Teacher,Foreign Language Educator,Tinggi,Menengah,Pengajaran Bahasa,Sedang,https://penmaba.unj.ac.id/biaya-pendidikan/
408,Pendidikan Bahasa Mandarin,Universitas Pendidikan Indonesia,FPBS,Bandung,Baik Sekali,356,18,27,7.9,41,89,42,4600000,9200000,Chinese Language Teacher,Mandarin Educator,Tinggi,Menengah,Pengajaran Bahasa,Sedang,https://www.kompas.com/edu/read/2024/01/30/105500771/rincian-biaya-kuliah-ukt-upi-jalur-snbp-di-semua-jurusan
409,Pendidikan Bahasa Arab,Universitas Negeri Yogyakarta,FBS,Yogyakarta,Baik,298,16,24,7.5,41,87,44,4400000,8800000,Arabic Language Teacher,Middle Eastern Language Educator,Tinggi,Rendah,Pengajaran Bahasa,Sedang,https://pmb.uny.ac.id/program-sarjana/daya-tampung
410,Pendidikan Bahasa Perancis,Universitas Negeri Jakarta,FBS,Jakarta,Baik,273,15,23,7.2,41,86,45,4300000,8600000,French Language Teacher,European Language Educator,Tinggi,Rendah,Pengajaran Bahasa,Sedang,https://penmaba.unj.ac.id/biaya-pendidikan/
411,Pendidikan Bahasa Jerman,Universitas Pendidikan Indonesia,FPBS,Bandung,Baik,258,15,22,7.0,41,85,46,4200000,8400000,German Language Teacher,European Language Educator,Tinggi,Rendah,Pengajaran Bahasa,Sedang,https://www.kompas.com/edu/read/2024/01/30/105500771/rincian-biaya-kuliah-ukt-upi-jalur-snbp-di-semua-jurusan
